UMAP1,UMAP2,ID,height_above,labels_k2,labels_k3,labels_k4,labels_k5,labels_k6,labels_k7,labels_k8,labels_k9,labels_k10
7.352553,1.8143826,3976,0.19812,0,1,1,1,0,2,2,0,1
7.3176827,2.8353841,14714,0.417576,0,1,1,1,0,2,2,0,1
9.974927,6.566975,3194,0.576072,0,1,1,1,0,2,2,0,4
16.351364,10.656795,2712,1.7109440000000002,0,2,2,2,2,6,6,6,6
2.3219576,-3.2788038,2853,1.50876,0,1,1,1,0,1,0,8,8
2.2884204,13.06167,8086,0.27432,1,0,0,0,5,5,5,5,5
11.659351,-2.1948643,14925,0.893064,0,1,1,1,0,1,0,2,2
11.304537,4.129116,3604,0.463296,0,1,1,1,0,2,2,0,4
8.106282,18.50146,7365,1.956816,1,0,0,0,1,0,3,3,3
11.179969,5.4739895,4959,0.85344,0,1,1,1,0,2,2,0,4
8.742547,1.7709043,4987,0.24384,0,1,1,1,0,2,2,0,1
6.624254,17.612926,7635,0.368808,1,0,0,0,1,0,3,3,3
5.9039145,14.620892,7260,1.420368,1,0,0,0,1,0,1,1,0
9.05421,16.93803,7281,0.16002,1,0,0,0,1,0,3,3,3
5.0904484,14.827365,7371,1.011936,1,0,0,0,1,0,1,1,0
9.104308,17.066994,7291,0.0,1,0,0,0,1,0,3,3,3
10.288282,0.9199258,4042,0.41148,0,1,1,1,0,2,2,0,1
3.5699477,12.041463,5386,0.99568,1,0,0,0,5,5,5,5,5
-7.6007133,6.583247,5369,1.456944,1,0,3,3,3,3,7,7,7
4.870109,16.62891,7663,0.542544,1,0,0,0,1,0,3,3,3
5.881831,14.634268,7672,0.612648,1,0,0,0,1,0,1,1,0
16.365376,10.6854725,2710,1.77292,0,2,2,2,2,6,6,6,6
9.10887,17.069492,7294,0.0,1,0,0,0,1,0,3,3,3
11.54481,4.39308,3493,0.18288,0,1,1,1,0,2,2,0,4
2.3170962,-3.2843406,2793,1.222248,0,1,1,1,0,1,0,8,8
10.911345,5.090254,4497,0.0,0,1,1,1,0,2,2,0,4
11.890756,6.186609,3585,0.341376,0,1,1,1,0,2,2,0,4
16.339653,10.664733,2711,1.53924,0,2,2,2,2,6,6,6,6
4.5967183,15.789924,7367,1.969008,1,0,0,0,1,0,1,1,0
1.915007,13.008142,6375,0.058928,1,0,0,0,5,5,5,5,5
6.0730157,13.834719,7610,0.50292,1,0,0,0,1,0,1,1,0
2.1919622,12.731471,6673,0.490728,1,0,0,0,5,5,5,5,5
-7.4474545,6.5683093,5469,0.56388,1,0,3,3,3,3,7,7,7
10.101145,17.095495,7251,0.2286,1,0,0,0,1,0,3,3,3
5.8513303,14.405047,7674,0.338328,1,0,0,0,1,0,1,1,0
2.1344085,13.737425,6165,0.0,1,0,0,0,5,5,5,5,5
16.19055,9.167502,2781,2.31648,0,2,2,2,2,6,6,6,6
6.0018663,14.52551,7671,1.391412,1,0,0,0,1,0,1,1,0
5.1407948,17.058765,7615,1.41732,1,0,0,0,1,0,3,3,3
16.191204,9.462416,2745,1.139952,0,2,2,2,2,6,6,6,6
16.382677,8.48358,2782,1.560576,0,2,2,2,2,6,6,6,6
11.2603245,5.1922812,4354,0.801624,0,1,1,1,0,2,2,0,4
11.723434,4.062563,3258,0.0,0,1,1,1,0,2,2,0,4
18.917059,-3.5667815,7826,1.1176,0,1,1,1,0,1,0,2,2
7.859794,18.630245,7461,0.210312,1,0,0,0,1,0,3,3,3
5.7127957,13.150388,7359,2.069592,1,0,0,0,1,0,1,1,0
12.331938,23.881311,7522,1.475232,1,0,0,4,4,4,4,4,9
2.5179486,13.103387,8084,0.33528,1,0,0,0,5,5,5,5,5
11.301988,2.479773,3275,2.4384,0,1,1,1,0,2,2,0,1
13.441716,11.137938,14856,0.28956,0,2,2,2,2,6,6,6,6
8.0883255,18.510363,7729,0.0,1,0,0,0,1,0,3,3,3
6.0751123,13.724325,7659,0.737616,1,0,0,0,1,0,1,1,0
6.2170267,2.982379,3562,0.0,0,1,1,1,0,2,2,0,1
9.082406,17.38254,7288,1.423416,1,0,0,0,1,0,3,3,3
5.6226106,13.075339,7304,1.837944,1,0,0,0,1,0,1,1,0
8.995383,17.409267,7487,0.0,1,0,0,0,1,0,3,3,3
-7.7608457,6.5475087,5357,0.829056,1,0,3,3,3,3,7,7,7
5.5001435,17.387756,7733,0.915924,1,0,0,0,1,0,3,3,3
10.220281,10.837763,6225,0.262128,1,0,0,0,1,0,1,1,0
6.532707,12.110438,7235,0.618744,1,0,0,0,1,0,1,1,0
8.959552,16.059168,4837,0.0,1,0,0,0,1,0,3,3,3
-8.101639,10.579561,8078,5.21208,1,0,3,3,3,3,7,7,7
6.006509,13.789175,7612,0.505968,1,0,0,0,1,0,1,1,0
11.716627,4.7373114,3210,0.950976,0,1,1,1,0,2,2,0,4
7.5092854,18.909517,7428,1.2954,1,0,0,0,1,0,3,3,3
16.369453,8.493464,2845,1.591056,0,2,2,2,2,6,6,6,6
-0.81978494,14.666014,8062,0.0,1,0,0,0,5,5,5,5,5
16.234652,9.238728,2778,2.07264,0,2,2,2,2,6,6,6,6
10.042316,0.95265555,3725,0.16256,0,1,1,1,0,2,2,0,1
9.621693,16.896378,7390,0.338328,1,0,0,0,1,0,3,3,3
-0.84435475,14.70371,8061,0.0,1,0,0,0,5,5,5,5,5
5.2272105,17.15202,7639,0.009144,1,0,0,0,1,0,3,3,3
13.29115,11.266345,6263,1.26492,0,2,2,2,2,6,6,6,6
10.398589,0.76777655,3959,0.39624,0,1,1,1,0,2,2,0,1
6.1183186,-4.6352143,784,1.545336,0,1,1,1,0,1,0,8,8
2.6121151,13.977012,6158,0.28956,1,0,0,0,5,5,5,5,5
5.4773145,12.284513,5371,0.381,1,0,0,0,1,0,1,1,0
17.626833,9.303913,2807,0.94488,0,2,2,2,2,6,6,6,6
7.325765,18.226852,7623,0.100584,1,0,0,0,1,0,3,3,3
9.092906,17.095745,7297,0.155448,1,0,0,0,1,0,3,3,3
7.6915154,18.586262,7261,2.8593288,1,0,0,0,1,0,3,3,3
17.669811,9.290943,2819,0.953008,0,2,2,2,2,6,6,6,6
6.249399,13.9766245,7350,0.03048,1,0,0,0,1,0,1,1,0
8.7828045,16.7033,7386,0.664464,1,0,0,0,1,0,3,3,3
8.3424,17.917446,7218,0.6096,1,0,0,0,1,0,3,3,3
3.7681665,12.177572,5385,1.016,1,0,0,0,5,5,5,5,5
10.550752,1.3676214,3951,0.0,0,1,1,1,0,2,2,0,1
17.317554,8.107043,2843,2.584704,0,2,2,2,2,6,6,6,6
-0.81572735,14.62756,8056,0.6096,1,0,0,0,5,5,5,5,5
11.901266,2.1799533,4734,0.16256,0,1,1,1,0,2,2,0,1
11.430606,5.156185,3329,0.0,0,1,1,1,0,2,2,0,4
16.845167,9.401204,2547,0.27432,0,2,2,2,2,6,6,6,6
13.589949,9.797027,3775,0.762,0,2,2,2,2,6,6,6,6
7.417619,1.7424952,3970,0.237744,0,1,1,1,0,2,2,0,1
8.310335,17.911879,7220,0.13716,1,0,0,0,1,0,3,3,3
7.3276825,18.18937,7622,0.100584,1,0,0,0,1,0,3,3,3
8.754484,1.90537,3746,0.0,0,1,1,1,0,2,2,0,1
2.4468822,13.818145,6043,0.524256,1,0,0,0,5,5,5,5,5
7.6300244,18.81634,7411,1.17348,1,0,0,0,1,0,3,3,3
9.318941,1.3716063,3698,0.0,0,1,1,1,0,2,2,0,1
5.136075,17.083519,7448,0.859536,1,0,0,0,1,0,3,3,3
10.854601,1.2698267,3696,0.437896,0,1,1,1,0,2,2,0,1
7.3099008,1.7014233,3600,0.600456,0,1,1,1,0,2,2,0,1
9.0102,1.5526563,3785,0.146304,0,1,1,1,0,2,2,0,1
9.567846,17.397331,7414,0.12192,1,0,0,0,1,0,3,3,3
5.231696,16.969475,7342,1.563624,1,0,0,0,1,0,3,3,3
6.0057235,-5.724564,770,1.5392400000000002,0,1,1,1,0,1,0,8,8
3.3405795,11.6562395,5494,0.67056,1,0,0,0,5,5,5,5,5
7.9327383,2.7091281,14691,0.27432,0,1,1,1,0,2,2,0,1
7.664337,2.8259559,14686,0.0,0,1,1,1,0,2,2,0,1
12.132581,3.7082236,4265,1.3716,0,1,1,1,0,2,2,0,4
-7.562536,6.8922358,5473,0.387096,1,0,3,3,3,3,7,7,7
10.6285095,1.0052655,3703,0.688848,0,1,1,1,0,2,2,0,1
16.148119,9.699349,2812,1.50368,0,2,2,2,2,6,6,6,6
7.3071785,18.217667,7621,0.204216,1,0,0,0,1,0,3,3,3
12.138396,23.650478,7379,1.350264,1,0,0,4,4,4,4,4,9
-8.10176,10.579976,8073,0.957072,1,0,3,3,3,3,7,7,7
7.4967437,2.906963,14684,0.24384,0,1,1,1,0,2,2,0,1
0.80913514,12.6459,6570,0.59436,1,0,0,0,5,5,5,5,5
16.834028,9.447963,2552,0.28956,0,2,2,2,2,6,6,6,6
14.045948,10.013206,6107,0.0,0,2,2,2,2,6,6,6,6
11.6477375,-2.2259865,14930,0.73152,0,1,1,1,0,1,0,2,2
10.725677,1.0805959,3859,0.98044,0,1,1,1,0,2,2,0,1
12.028852,4.090073,4286,0.59436,0,1,1,1,0,2,2,0,4
11.998499,23.795265,7527,1.103376,1,0,0,4,4,4,4,4,9
3.202433,11.627182,5480,0.67056,1,0,0,0,5,5,5,5,5
7.474232,2.8669124,14706,0.923544,0,1,1,1,0,2,2,0,1
0.9236979,12.073857,6496,0.0,1,0,0,0,5,5,5,5,5
12.080348,2.2482417,3731,0.12192,0,1,1,1,0,2,2,0,1
17.674728,9.276455,2815,0.953008,0,2,2,2,2,6,6,6,6
-7.6535,6.9487104,5418,0.725424,1,0,3,3,3,3,7,7,7
6.2684784,-4.850979,794,0.4754879999999999,0,1,1,1,0,1,0,8,8
2.0941145,13.666942,6163,0.0,1,0,0,0,5,5,5,5,5
11.231991,5.4790154,4958,0.71628,0,1,1,1,0,2,2,0,4
11.143463,2.4802117,4956,0.8310879999999999,0,1,1,1,0,2,2,0,1
10.983662,1.1864824,4111,0.33528,0,1,1,1,0,2,2,0,1
17.196037,8.168415,2737,2.215896,0,2,2,2,2,6,6,6,6
-0.16254628,12.708412,6535,3.163824,1,0,0,0,5,5,5,5,5
6.8090267,11.538889,4526,1.23444,1,0,0,0,1,0,1,1,0
8.129497,18.481745,7364,1.853184,1,0,0,0,1,0,3,3,3
8.359838,17.843706,7219,0.6096,1,0,0,0,1,0,3,3,3
11.7145195,-2.2719142,14948,0.512064,0,1,1,1,0,1,0,2,2
11.94425,4.0753403,4284,0.65532,0,1,1,1,0,2,2,0,4
16.390703,10.290955,2751,1.0668,0,2,2,2,2,6,6,6,6
9.1733,16.448225,7284,0.408432,1,0,0,0,1,0,3,3,3
8.680889,1.8657085,3954,2.10312,0,1,1,1,0,2,2,0,1
9.568817,11.04213,6118,1.624584,1,0,0,0,1,0,1,1,0
7.5284286,2.8275716,14707,0.62484,0,1,1,1,0,2,2,0,1
18.917366,-3.620681,7827,0.9144,0,1,1,1,0,1,0,2,2
7.872045,18.633194,7464,0.48768,1,0,0,0,1,0,3,3,3
3.2894223,11.652911,5252,1.338072,1,0,0,0,5,5,5,5,5
2.4789338,11.828344,5315,0.41656,1,0,0,0,5,5,5,5,5
7.135187,17.588871,7405,1.301496,1,0,0,0,1,0,3,3,3
11.477627,1.5276908,4777,0.652272,0,1,1,1,0,2,2,0,1
7.2723756,18.324131,7354,0.371856,1,0,0,0,1,0,3,3,3
12.019295,2.4345078,3734,0.89916,0,1,1,1,0,2,2,0,1
6.2824316,-4.8686466,791,0.4754879999999999,0,1,1,1,0,1,0,8,8
12.065816,23.897373,7449,0.316992,1,0,0,4,4,4,4,4,9
-7.361172,6.3866973,5346,0.920496,1,0,3,3,3,3,7,7,7
9.461386,17.339634,7398,0.0,1,0,0,0,1,0,3,3,3
6.5720344,-4.3414974,771,1.690624,0,1,1,1,0,1,0,8,8
10.191508,17.208115,7232,0.786384,1,0,0,0,1,0,3,3,3
6.00574,-5.7223434,779,1.5392400000000002,0,1,1,1,0,1,0,8,8
10.475912,0.8676038,3858,0.490728,0,1,1,1,0,2,2,0,1
13.7963505,9.912171,6105,0.551688,0,2,2,2,2,6,6,6,6
0.43861854,11.454258,6259,0.6858,1,0,0,0,5,5,5,5,5
2.0633404,13.115646,6074,0.65532,1,0,0,0,5,5,5,5,5
12.726533,-2.7263618,14022,1.816608,0,1,1,1,0,1,0,2,2
2.2536917,13.72773,6164,0.176784,1,0,0,0,5,5,5,5,5
10.194699,5.6714168,4372,1.362456,0,1,1,1,0,2,2,0,4
16.644863,10.1339245,2693,2.660904,0,2,2,2,2,6,6,6,6
10.241377,5.6558237,4373,1.444752,0,1,1,1,0,2,2,0,4
6.310321,11.971201,7270,0.15494,1,0,0,0,1,0,1,1,0
17.043373,10.499243,2495,0.845312,0,2,2,2,2,6,6,6,6
11.658236,2.1644292,3861,1.00584,0,1,1,1,0,2,2,0,1
3.2795153,11.668024,5489,0.79248,1,0,0,0,5,5,5,5,5
16.234947,9.242924,2779,1.9812,0,2,2,2,2,6,6,6,6
17.614391,9.322341,2808,1.335024,0,2,2,2,2,6,6,6,6
8.1953125,18.40162,7352,0.03048,1,0,0,0,1,0,3,3,3
8.173376,18.37408,7355,0.03048,1,0,0,0,1,0,3,3,3
-7.5638437,6.8526983,5464,0.377952,1,0,3,3,3,3,7,7,7
8.762207,1.7144603,3492,0.0,0,1,1,1,0,2,2,0,1
13.395335,11.201639,2800,1.73736,0,2,2,2,2,6,6,6,6
16.382006,10.317629,2750,0.762,0,2,2,2,2,6,6,6,6
6.498477,12.095062,7234,0.1524,1,0,0,0,1,0,1,1,0
16.755104,9.511978,2549,2.4384,0,2,2,2,2,6,6,6,6
7.6338506,18.306217,7366,1.319784,1,0,0,0,1,0,3,3,3
9.02365,17.366554,7488,0.0,1,0,0,0,1,0,3,3,3
10.12564,6.444915,3206,0.32004,0,1,1,1,0,2,2,0,4
15.591518,10.20016,2863,1.43256,0,2,2,2,2,6,6,6,6
16.296352,10.53419,2708,1.353312,0,2,2,2,2,6,6,6,6
11.958952,3.902765,4869,0.65532,0,1,1,1,0,2,2,0,4
-0.031296946,12.82572,6552,1.458976,1,0,0,0,5,5,5,5,5
14.412803,9.748536,6300,2.65176,0,2,2,2,2,6,6,6,6
17.179287,10.349682,2502,0.890016,0,2,2,2,2,6,6,6,6
5.7419834,13.169006,7222,1.450848,1,0,0,0,1,0,1,1,0
8.890988,16.099726,7315,0.652272,1,0,0,0,1,0,3,3,3
16.37285,8.486435,2785,2.215896,0,2,2,2,2,6,6,6,6
2.158134,13.711995,6068,0.445008,1,0,0,0,5,5,5,5,5
10.790774,1.0220642,4069,1.069848,0,1,1,1,0,2,2,0,1
12.182217,3.7126,4863,1.0312400000000002,0,1,1,1,0,2,2,0,4
7.3287,1.8623726,3716,1.734312,0,1,1,1,0,2,2,0,1
4.9564776,14.977951,7664,1.472184,1,0,0,0,1,0,1,1,0
0.509193,11.566759,6516,0.0,1,0,0,0,5,5,5,5,5
7.486732,2.8851893,14685,0.24384,0,1,1,1,0,2,2,0,1
17.091364,10.3884945,2506,0.557784,0,2,2,2,2,6,6,6,6
7.905793,18.66439,7737,1.560576,1,0,0,0,1,0,3,3,3
11.681631,4.755041,3211,0.71628,0,1,1,1,0,2,2,0,4
5.170469,17.13793,7468,1.448816,1,0,0,0,1,0,3,3,3
12.529325,23.639502,7479,0.896112,1,0,0,4,4,4,4,4,9
10.798736,1.6775545,3762,1.313688,0,1,1,1,0,2,2,0,1
11.050437,2.459984,4367,0.222504,0,1,1,1,0,2,2,0,1
0.8505258,12.058299,6492,0.48768,1,0,0,0,5,5,5,5,5
15.597829,10.208869,2763,0.79248,0,2,2,2,2,6,6,6,6
16.572252,9.748172,2545,0.0,0,2,2,2,2,6,6,6,6
6.7383914,12.04059,7340,0.03048,1,0,0,0,1,0,1,1,0
7.6274877,2.8562157,14687,0.0,0,1,1,1,0,2,2,0,1
16.888828,11.077878,2725,0.972312,0,2,2,2,2,6,6,6,6
8.719509,17.174976,7277,0.0,1,0,0,0,1,0,3,3,3
10.839255,5.0911846,4496,0.0,0,1,1,1,0,2,2,0,4
12.166255,3.8087718,4864,0.418592,0,1,1,1,0,2,2,0,4
-0.7928543,14.70953,8065,0.0,1,0,0,0,5,5,5,5,5
16.87338,9.383437,2521,0.10668,0,2,2,2,2,6,6,6,6
7.353678,1.8567795,3993,0.341376,0,1,1,1,0,2,2,0,1
12.089364,3.786296,4772,0.1524,0,1,1,1,0,2,2,0,4
8.795644,16.6371,7332,0.694944,1,0,0,0,1,0,3,3,3
6.040324,13.66187,7376,0.0762,1,0,0,0,1,0,1,1,0
12.139935,3.346387,4369,1.014984,0,1,1,1,0,2,2,0,4
10.225166,6.4042573,4324,0.82296,0,1,1,1,0,2,2,0,4
8.8520155,1.611403,3602,1.15824,0,1,1,1,0,2,2,0,1
16.035019,11.89591,2775,0.6096,0,2,2,2,2,6,6,6,6
12.20964,24.003916,7517,0.691896,1,0,0,4,4,4,4,4,9
11.237506,5.4459457,4550,0.8615680000000001,0,1,1,1,0,2,2,0,4
7.533754,18.910479,7435,1.322832,1,0,0,0,1,0,3,3,3
16.370632,8.491165,2783,2.017776,0,2,2,2,2,6,6,6,6
4.9221516,14.302832,7665,1.170432,1,0,0,0,1,0,1,1,0
11.4654455,5.1591125,3213,0.435864,0,1,1,1,0,2,2,0,4
2.7744133,12.0396385,5328,0.5344159999999999,1,0,0,0,5,5,5,5,5
0.13272129,12.926582,6539,0.0,1,0,0,0,5,5,5,5,5
8.863567,16.085493,7311,0.420624,1,0,0,0,1,0,3,3,3
16.862757,9.405608,2550,0.329184,0,2,2,2,2,6,6,6,6
9.51304,17.398558,7413,0.0762,1,0,0,0,1,0,3,3,3
2.1399734,13.352127,6076,0.9906,1,0,0,0,5,5,5,5,5
10.207219,10.806663,6172,0.201168,1,0,0,0,1,0,1,1,0
10.095035,10.909513,6218,0.438912,1,0,0,0,1,0,1,1,0
11.66802,-2.2291188,14947,0.79248,0,1,1,1,0,1,0,2,2
11.761049,4.6411247,3496,2.60604,0,1,1,1,0,2,2,0,4
5.6318707,13.897648,7289,0.10668,1,0,0,0,1,0,1,1,0
16.641409,10.118133,2823,2.49936,0,2,2,2,2,6,6,6,6
16.023314,11.910783,2773,1.6154400000000002,0,2,2,2,2,6,6,6,6
10.793718,1.6556468,3761,0.798576,0,1,1,1,0,2,2,0,1
11.1891575,4.017838,4277,0.2286,0,1,1,1,0,2,2,0,4
5.1572566,16.859798,7370,1.871472,1,0,0,0,1,0,3,3,3
13.706981,9.875297,6109,0.515112,0,2,2,2,2,6,6,6,6
4.9399743,16.606936,7619,0.597408,1,0,0,0,1,0,3,3,3
17.330357,8.093555,2839,2.200656,0,2,2,2,2,6,6,6,6
9.087199,16.313257,7293,0.85344,1,0,0,0,1,0,3,3,3
12.349462,24.202864,7552,0.484632,1,0,0,4,4,4,4,4,9
12.161274,2.1361244,3729,0.0,0,1,1,1,0,2,2,0,1
16.442215,9.8102255,2543,0.0,0,2,2,2,2,6,6,6,6
11.616593,5.863942,4326,0.57912,0,1,1,1,0,2,2,0,4
-8.101635,10.579411,8076,2.944368,1,0,3,3,3,3,7,7,7
18.958885,-3.615585,7825,0.6096,0,1,1,1,0,1,0,2,2
9.074427,16.394306,7360,1.414272,1,0,0,0,1,0,3,3,3
11.332097,5.579486,4325,0.0,0,1,1,1,0,2,2,0,4
8.978163,1.5760561,3788,0.06096,0,1,1,1,0,2,2,0,1
5.996183,-5.7150316,773,1.5392400000000002,0,1,1,1,0,1,0,8,8
5.883993,14.627377,7259,1.03632,1,0,0,0,1,0,1,1,0
9.954172,11.118728,6227,1.34112,1,0,0,0,1,0,1,1,0
13.336601,11.247474,2805,0.70104,0,2,2,2,2,6,6,6,6
8.42893,17.672686,7230,0.22352,1,0,0,0,1,0,3,3,3
2.0181282,13.03428,6671,0.057912,1,0,0,0,5,5,5,5,5
6.274051,12.113109,7267,0.633984,1,0,0,0,1,0,1,1,0
10.769794,1.0336369,4103,0.82296,0,1,1,1,0,2,2,0,1
7.3599257,1.8413502,3973,0.381,0,1,1,1,0,2,2,0,1
6.302968,11.943681,7237,0.1524,1,0,0,0,1,0,1,1,0
11.599375,-2.1800969,14931,1.905,0,1,1,1,0,1,0,2,2
3.753336,12.15311,5301,1.016,1,0,0,0,5,5,5,5,5
12.396385,23.641756,7477,0.0,1,0,0,4,4,4,4,4,9
5.214834,16.951359,7341,1.106424,1,0,0,0,1,0,3,3,3
11.56789,1.5851082,3757,0.48768,0,1,1,1,0,2,2,0,1
18.970234,-3.6221142,7872,1.22936,0,1,1,1,0,1,0,2,2
6.169613,2.8168557,3327,0.246888,0,1,1,1,0,2,2,0,1
-7.5469913,6.474234,5436,1.09728,1,0,3,3,3,3,7,7,7
17.318092,8.105829,2739,2.130552,0,2,2,2,2,6,6,6,6
10.180199,6.4245415,3642,2.19456,0,1,1,1,0,2,2,0,4
3.2477615,11.61574,5501,0.42672,1,0,0,0,5,5,5,5,5
